is_premium,is_mid,is_budget,location_score,is_spring,is_active_market,location_size_interaction,price_per_sqm,location_code,unit_price_py,is_modern,land_area_sqm,building_age,is_gangnam,market_activity,location_score_sq,price_per_sqm_sqrt,cluster_id,cluster_avg_price,cluster_price_std,price_quartile,location_quartile,gangnam_modern,location_premium
0,1,0,70.0,0,1,2.09377,690664.047151277,0.0,2283186.9327314943,0,1527.0,27,0,5,4900.0,831.0626012228423,0,1379386778.982379,1152692162.284876,1,2,0,0.0
0,1,0,70.0,0,0,1.617,997045.790251108,0.0,3296019.141325976,0,677.0,35,0,4,4900.0,998.5223033318324,0,1379386778.982379,1152692162.284876,1,1,0,0.0
0,1,0,70.0,0,0,2.73665,838383.8383838384,0.0,2771516.821103597,0,990.0,16,0,4,4900.0,915.6335721148708,0,1379386778.982379,1152692162.284876,1,2,0,0.0
1,0,0,70.0,0,0,14.72093,497504.9244480454,0.0,1644644.3783406457,0,4937.0,31,0,4,4900.0,705.3409987006606,0,1379386778.982379,1152692162.284876,3,3,0,0.7
0,0,1,70.0,0,0,4.095,436568.8292220114,0.0,1443202.7412297898,0,527.0,47,0,4,4900.0,660.7343106135864,0,1379386778.982379,1152692162.284876,0,0,0,0.0
1,0,0,70.0,0,1,22.62554,521444.0690800012,0.0,1723782.0465454587,1,6867.4,4,0,5,4900.0,722.1115350692033,0,1379386778.982379,1152692162.284876,3,3,0,0.7
1,0,0,70.0,0,1,7.558529999999999,1356775.3971394652,0.0,4485207.924427984,1,1768.9,5,0,43,4900.0,1164.8074506713397,0,1379386778.982379,1152692162.284876,3,3,0,0.7
1,0,0,70.0,0,1,4.095,664987.1103820014,0.0,2198304.497130583,0,3413.6,47,0,43,4900.0,815.4680314898932,0,1379386778.982379,1152692162.284876,3,3,0,0.7
0,1,0,70.0,1,1,4.095,604711.8865349238,0.0,1999047.5587931368,0,3370.2,47,0,43,4900.0,777.632873877464,0,1379386778.982379,1152692162.284876,2,3,0,0.0
1,0,0,70.0,0,1,17.949189999999998,1432366.2690765143,0.0,4735095.104385171,1,3839.8,8,0,43,4900.0,1196.8154699353256,0,1379386778.982379,1152692162.284876,3,3,0,0.7
0,1,0,70.0,1,1,3.8556,1471657.554091313,0.0,4864983.6498886375,1,641.9699999999999,9,0,14,4900.0,1213.1193486591965,0,1379386778.982379,1152692162.284876,1,1,0,0.0
0,1,0,70.0,0,1,5.570319999999999,1247401.2474012475,0.0,4123640.487276851,0,962.0,18,0,14,4900.0,1116.8716342540208,0,1379386778.982379,1152692162.284876,2,1,0,0.0
0,1,0,70.0,0,1,20.78811,1462678.1164480513,0.0,4835299.558505954,0,1059.7,28,0,6,4900.0,1209.4127155144563,0,1379386778.982379,1152692162.284876,2,2,0,0.0
1,0,0,70.0,1,0,9.64642,6407942.238267148,0.0,21183280.12650297,1,554.0,5,0,1,4900.0,2531.391561625176,3,3302055555.5555553,1453283533.1681764,3,3,0,0.7
0,0,1,70.0,0,1,4.96727,1404234.5525800132,0.0,4642097.694479383,1,306.2,4,0,5,4900.0,1185.0044525570413,0,1379386778.982379,1152692162.284876,0,0,0,0.0
0,1,0,70.0,0,1,3.73695,3200000.0,0.0,10578512.396694217,1,375.0,5,0,43,4900.0,1788.8546615083071,0,1379386778.982379,1152692162.284876,2,2,0,0.0
0,0,1,70.0,0,1,0.56,1912568.306010929,0.0,6322539.854581583,0,219.6,11,0,43,4900.0,1382.9567260080587,0,1379386778.982379,1152692162.284876,0,0,0,0.0
0,1,0,70.0,0,1,3.36763,2059755.5454957,0.0,6809109.241308098,0,441.8,15,0,43,4900.0,1435.1851955394816,0,1379386778.982379,1152692162.284876,1,1,0,0.0
0,1,0,70.0,1,1,3.46472,5421476.040573628,0.0,17922234.844871495,1,285.9,7,0,43,4900.0,2328.406545381117,3,3302055555.5555553,1453283533.1681764,2,2,0,0.0
0,1,0,70.0,0,1,2.97381,3099965.168930686,0.0,10247818.74026673,0,287.1,11,0,43,4900.0,1760.6720787615977,0,1379386778.982379,1152692162.284876,1,1,0,0.0
1,0,0,85.0,0,0,2.334865,20723684.21052632,9.0,68508046.9769465,0,152.0,37,0,3,7225.0,4552.327449835559,1,2446571428.571429,1242224732.3710334,3,3,0,0.85
0,1,0,85.0,0,0,0.90882,15542168.674698794,9.0,51379069.99900428,0,83.0,14,0,3,7225.0,3942.3558533824407,1,2446571428.571429,1242224732.3710334,2,2,0,0.0
1,0,0,85.0,0,0,3.218355,13888888.888888888,9.0,45913682.27731864,0,288.0,47,0,3,7225.0,3726.7800966637255,1,2446571428.571429,1242224732.3710334,3,3,0,0.85
0,1,0,70.0,0,0,6.35754,1545706.3711911358,0.0,5109773.127904581,1,1083.0,5,0,3,4900.0,1243.2648033267635,0,1379386778.982379,1152692162.284876,2,2,0,0.0
0,1,0,70.0,0,0,3.21286,1118495.8734597208,0.0,3697507.019701556,1,958.43,8,0,3,4900.0,1057.5901254549046,0,1379386778.982379,1152692162.284876,1,1,0,0.0
1,0,0,70.0,0,0,5.50123,13888888.888888888,0.0,45913682.27731864,0,288.0,47,0,3,4900.0,3726.7800966637255,3,3302055555.5555553,1453283533.1681764,3,3,0,0.7
0,1,0,70.0,0,1,1.82224,595299.671785805,0.0,1967932.7992919176,0,1063.33,12,0,10,4900.0,771.5573029826139,0,1379386778.982379,1152692162.284876,1,2,0,0.0
0,1,0,70.0,0,1,1.82224,595299.671785805,0.0,1967932.7992919176,0,1063.33,12,0,10,4900.0,771.5573029826139,0,1379386778.982379,1152692162.284876,1,2,0,0.0
0,1,0,70.0,0,0,4.095,2268764.187327824,0.0,7500046.900257268,0,363.0,47,0,4,4900.0,1506.2420746107925,0,1379386778.982379,1152692162.284876,1,2,0,0.0
0,0,1,70.0,1,0,4.095,116402.1164021164,0.0,384800.3848003848,0,472.5,47,0,4,4900.0,341.1790093222565,0,1379386778.982379,1152692162.284876,0,0,0,0.0
0,1,0,70.0,0,0,4.095,2268724.0188825475,0.0,7499914.112008422,0,425.79,47,0,4,4900.0,1506.2287405578702,0,1379386778.982379,1152692162.284876,1,3,0,0.0
0,0,1,70.0,1,0,4.095,116402.1164021164,0.0,384800.3848003848,0,945.0,47,0,4,4900.0,341.1790093222565,0,1379386778.982379,1152692162.284876,0,1,0,0.0
0,0,1,70.0,0,1,4.095,30008.61866332367,0.0,99202.04516801212,0,12763.0,47,0,10,4900.0,173.23284522088665,0,1379386778.982379,1152692162.284876,0,1,0,0.0
0,0,1,70.0,1,1,4.095,40677.96610169492,0.0,134472.6152122146,0,1475.0,47,0,10,4900.0,201.69027269973859,0,1379386778.982379,1152692162.284876,0,0,0,0.0
0,0,1,70.0,0,1,4.095,203508.7719298245,0.0,672756.2708423953,0,285.0,47,0,10,4900.0,451.1205736051333,0,1379386778.982379,1152692162.284876,0,0,0,0.0
0,0,1,70.0,0,1,4.095,18813.21534311777,0.0,62192.44741526536,0,8504.66,47,0,10,4900.0,137.16492023515985,0,1379386778.982379,1152692162.284876,0,0,0,0.0
0,0,1,70.0,0,1,4.095,81237.91102514506,0.0,268555.0777690746,0,5170.0,47,0,10,4900.0,285.0244042624158,0,1379386778.982379,1152692162.284876,0,1,0,0.0
0,1,0,70.0,0,1,2.7636000000000003,4761904.761904762,0.0,15741833.923652103,0,394.8,34,0,10,4900.0,2182.1791314886964,0,1379386778.982379,1152692162.284876,2,2,0,0.0
0,1,0,70.0,0,1,3.31856,2179487.1794871795,0.0,7204916.295825387,1,936.0,4,0,10,4900.0,1476.308971552764,0,1379386778.982379,1152692162.284876,2,3,0,0.0
1,0,0,70.0,0,1,10.3194,2985313.751668892,0.0,9868805.790640963,0,1498.0,32,0,10,4900.0,1727.806340904238,0,1379386778.982379,1152692162.284876,3,3,0,0.7
0,0,1,70.0,0,1,4.095,152648.45061822623,0.0,504622.9772503345,0,262.04,47,0,10,4900.0,390.7037888454964,0,1379386778.982379,1152692162.284876,0,0,0,0.0
0,1,0,70.0,0,1,3.38849,2010285.1799906497,0.0,6645570.842944297,1,427.8,10,0,6,4900.0,1417.845612184433,0,1379386778.982379,1152692162.284876,1,1,0,0.0
0,0,1,70.0,1,1,1.4889,737858.9743589744,0.0,2439203.221021403,0,468.0,28,0,6,4900.0,858.9877614721728,0,1379386778.982379,1152692162.284876,0,0,0,0.0
0,1,0,70.0,1,1,6.54556,1903695.4087346024,0.0,6293207.962759017,0,893.0,26,0,6,4900.0,1379.7450520783186,0,1379386778.982379,1152692162.284876,2,3,0,0.0
0,1,0,70.0,1,1,2.9064,1260835.3033884948,0.0,4168050.5897140326,1,1269.0,3,0,6,4900.0,1122.8696733764318,0,1379386778.982379,1152692162.284876,2,3,0,0.0
0,0,1,70.0,0,1,4.095,252100.84033613445,0.0,833391.2077227585,0,595.0,47,0,6,4900.0,502.0974410770627,0,1379386778.982379,1152692162.284876,0,0,0,0.0
0,1,0,70.0,0,1,3.4552,3891708.9678511,0.0,12865153.612730907,0,236.4,31,0,7,4900.0,1972.7417387613361,0,1379386778.982379,1152692162.284876,1,1,0,0.0
1,0,0,70.0,0,1,10.06698,6030673.251884585,0.0,19936109.923585407,0,384.7,29,0,7,4900.0,2455.7431160210112,3,3302055555.5555553,1453283533.1681764,3,3,0,0.7
0,0,1,70.0,0,1,3.2503799999999994,3210010.881392818,0.0,10611606.21948039,0,183.8,34,0,7,4900.0,1791.6506024872199,0,1379386778.982379,1152692162.284876,0,0,0,0.0
0,1,0,70.0,0,1,10.2263,2479815.4555940023,0.0,8197737.043285958,0,520.2,36,0,7,4900.0,1574.7432983169042,0,1379386778.982379,1152692162.284876,2,3,0,0.0
1,0,0,70.0,0,0,2.1714,1002425.2223120452,0.0,3313802.387808414,0,4329.5,14,0,4,4900.0,1001.2123762279635,0,1379386778.982379,1152692162.284876,3,2,0,0.7
1,0,0,70.0,0,0,4.095,1278285.4656222805,0.0,4225737.076437289,0,3676.8,47,0,4,4900.0,1130.6133139240314,0,1379386778.982379,1152692162.284876,3,3,0,0.7
0,0,1,70.0,0,0,0.99036,825335.8925143954,0.0,2728383.1157500674,0,521.0,19,0,4,4900.0,908.4805405259902,0,1379386778.982379,1152692162.284876,0,1,0,0.0
0,0,1,70.0,0,0,0.3289999999999999,670826.8330733229,0.0,2217609.365531646,0,641.0,23,0,4,4900.0,819.0408006157709,0,1379386778.982379,1152692162.284876,0,1,0,0.0
1,0,0,70.0,0,1,4.9,731231.7192070198,0.0,2417294.9395273384,1,3077.0,3,0,43,4900.0,855.1214645926156,0,1379386778.982379,1152692162.284876,3,3,0,0.7
0,1,0,70.0,0,1,1.386,898123.3243967828,0.0,2969002.725278621,1,746.0,3,0,43,4900.0,947.694214605525,0,1379386778.982379,1152692162.284876,1,0,0,0.0
0,1,0,70.0,0,1,2.21767,974155.0695825048,0.0,3220347.337462826,1,1006.0,4,0,43,4900.0,986.993449614791,0,1379386778.982379,1152692162.284876,1,1,0,0.0
1,0,0,70.0,0,1,8.2054,796019.9004975124,0.0,2631470.745446322,1,4422.0,6,0,43,4900.0,892.2000339035593,0,1379386778.982379,1152692162.284876,3,3,0,0.7
0,1,0,70.0,0,1,2.429,631863.9987964495,0.0,2088806.6075915685,0,1329.4,13,0,43,4900.0,794.8993639426626,0,1379386778.982379,1152692162.284876,1,1,0,0.0
0,0,1,70.0,0,1,0.2464,113895.21640091116,0.0,376513.1120691278,1,878.0,7,0,5,4900.0,337.48513508140053,0,1379386778.982379,1152692162.284876,0,0,0,0.0
0,0,1,70.0,0,1,4.095,192307.6923076923,0.0,635727.9084551812,0,494.0,47,0,5,4900.0,438.5301498274575,0,1379386778.982379,1152692162.284876,0,0,0,0.0
0,0,1,70.0,1,1,1.0416,1808681.672025724,0.0,5979112.965374293,0,248.8,17,0,5,4900.0,1344.8727345090033,0,1379386778.982379,1152692162.284876,0,2,0,0.0
0,0,1,70.0,0,1,0.8472799999999999,312500.0,0.0,1033057.8512396696,0,736.0,24,0,5,4900.0,559.0178888014228,0,1379386778.982379,1152692162.284876,0,1,0,0.0
0,1,0,70.0,0,1,4.43744,1954215.522054718,0.0,6460216.601833779,0,358.2,17,0,5,4900.0,1397.932946194029,0,1379386778.982379,1152692162.284876,1,3,0,0.0
1,0,0,90.0,1,0,3.04488,10604982.206405694,2.0,35057792.41787007,0,281.0,11,1,4,8100.0,3256.5293191380442,4,2114250000.0,679552978.0671997,3,3,0,0.9
0,1,0,90.0,0,0,2.28159,7740000.0,2.0,25586776.859504133,1,250.0,8,1,4,8100.0,2782.085728369994,4,2114250000.0,679552978.0671997,2,1,1,0.0
0,1,0,90.0,0,0,5.265,5141762.45210728,2.0,16997561.82514803,0,261.0,47,1,4,8100.0,2267.5456890892583,4,2114250000.0,679552978.0671997,2,0,0,0.0
1,0,0,90.0,0,0,1.70028,7142857.142857143,2.0,23612750.88547816,0,308.0,29,1,4,8100.0,2672.6126062071066,4,2114250000.0,679552978.0671997,3,2,0,0.9
0,0,1,70.0,0,0,5.2181500000000005,242980.5615550756,0.0,803241.5258019028,0,1852.0,22,0,2,4900.0,492.9315992661412,0,1379386778.982379,1152692162.284876,0,0,0,0.0
0,0,1,70.0,1,0,1.3965,190566.9366364936,0.0,629973.3442528713,0,2099.0,30,0,2,4900.0,436.540876249285,0,1379386778.982379,1152692162.284876,0,0,0,0.0
1,0,0,70.0,1,0,13.11758,234789.71008574928,0.0,776164.3308619811,1,9796.0,5,0,1,4900.0,484.5520715937032,0,1379386778.982379,1152692162.284876,3,3,0,0.7
1,0,0,70.0,1,1,4.095,575249.7172410784,0.0,1901651.9578217464,0,4276.403666564605,47,0,10,4900.0,758.4528444412865,0,1379386778.982379,1152692162.284876,3,3,0,0.7
0,1,0,70.0,0,1,7.697129999999999,846944.9485783424,0.0,2799818.011829231,0,1653.0,16,0,10,4900.0,920.2966633528248,0,1379386778.982379,1152692162.284876,2,1,0,0.0
0,1,0,70.0,0,1,7.566999999999999,950276.2430939226,0.0,3141409.068079083,0,1810.0,15,0,10,4900.0,974.8216468123401,0,1379386778.982379,1152692162.284876,2,2,0,0.0
0,1,0,70.0,1,1,10.3873,877497.8279756734,0.0,2900819.2660352835,0,2302.0,15,0,10,4900.0,936.7490741792453,0,1379386778.982379,1152692162.284876,2,3,0,0.0
0,1,0,70.0,0,1,12.04938,783828.3828382838,0.0,2591168.207729864,1,2424.0,7,0,10,4900.0,885.3413933835262,0,1379386778.982379,1152692162.284876,2,2,0,0.0
0,1,0,82.0,0,0,0.7557119999999999,14406604.747162022,8.0,47625139.66003974,0,96.9,65,0,4,6724.0,3795.603476018276,1,2446571428.571429,1242224732.3710334,2,1,0,0.0
0,1,0,82.0,0,0,0.3456299999999999,13173652.694610778,8.0,43549265.106151335,0,100.2,56,0,4,6724.0,3629.552822953646,1,2446571428.571429,1242224732.3710334,2,0,0,0.0
1,0,0,82.0,0,0,0.57359,15923566.878980892,8.0,52639890.50902774,0,251.2,47,0,4,6724.0,3990.43454763775,1,2446571428.571429,1242224732.3710334,3,3,0,0.82
0,1,0,82.0,0,0,0.475764,16016260.162601626,8.0,52946314.58711281,0,123.0,66,0,4,6724.0,4002.0321291316022,1,2446571428.571429,1242224732.3710334,2,2,0,0.0
0,1,0,70.0,0,1,1.386,1213114.754098361,0.0,4010296.707763176,0,610.0,29,0,9,4900.0,1101.415341321502,0,1379386778.982379,1152692162.284876,1,2,0,0.0
0,0,1,70.0,1,1,1.386,1111111.111111111,0.0,3673094.582185491,0,495.0,2,0,9,4900.0,1054.093027731002,0,1379386778.982379,1152692162.284876,0,1,0,0.0
1,0,0,70.0,1,1,1.2403999999999995,2088554.720133668,0.0,6904313.124408819,0,1197.0,13,0,9,4900.0,1445.1836285170366,0,1379386778.982379,1152692162.284876,3,3,0,0.7
0,1,0,70.0,0,1,2.5676,889598.5401459854,0.0,2940821.620317307,0,1096.0,22,0,9,4900.0,943.1858460271684,0,1379386778.982379,1152692162.284876,1,2,0,0.0
0,1,0,70.0,0,0,2.772,888888.8888888889,0.0,2938475.6657483927,0,990.0,30,0,1,4900.0,942.8095719120001,0,1379386778.982379,1152692162.284876,1,1,0,0.0
0,0,1,70.0,0,1,0.27888,1893939.393939394,0.0,6260956.674179816,0,52.8,23,0,9,4900.0,1376.2050697259454,0,1379386778.982379,1152692162.284876,0,0,0,0.0
0,0,1,70.0,1,1,0.22099,681818.1818181818,0.0,2253944.4027047334,0,132.0,25,0,9,4900.0,825.7234293746192,0,1379386778.982379,1152692162.284876,0,0,0,0.0
0,1,0,70.0,1,1,3.45499,3575757.575757576,0.0,11820686.200851489,1,495.0,7,0,9,4900.0,1890.9676294843273,0,1379386778.982379,1152692162.284876,2,3,0,0.0
0,0,1,70.0,0,1,0.9396099999999998,1478102.1897810218,0.0,4886288.230681064,0,274.0,40,0,9,4900.0,1215.7726719173374,0,1379386778.982379,1152692162.284876,0,1,0,0.0
0,0,1,70.0,1,1,4.095,774336.2831858407,0.0,2559789.3659036057,0,452.0,47,0,9,4900.0,879.9643647249817,0,1379386778.982379,1152692162.284876,0,0,0,0.0
0,1,0,70.0,0,1,2.36327,786988.4575026233,0.0,2601614.735545862,1,953.0,7,0,5,4900.0,887.124262717813,0,1379386778.982379,1152692162.284876,1,0,0,0.0
0,1,0,70.0,0,1,2.10378,678952.4733268671,0.0,2244470.9862045194,1,1031.0,7,0,5,4900.0,823.986330788847,0,1379386778.982379,1152692162.284876,1,0,0,0.0
0,1,0,70.0,0,1,1.58522,210249.6714848883,0.0,695040.2363136803,0,3805.0,15,0,5,4900.0,458.5309929381964,0,1379386778.982379,1152692162.284876,1,1,0,0.0
1,0,0,70.0,0,1,8.796410000000002,9813084.112149533,0.0,32439947.478180274,0,428.0,14,0,5,4900.0,3132.5844142097008,3,3302055555.5555553,1453283533.1681764,3,3,0,0.7
0,1,0,70.0,0,1,2.61618,888888.8888888889,0.0,2938475.6657483927,1,1278.0,7,0,5,4900.0,942.8095719120001,0,1379386778.982379,1152692162.284876,2,2,0,0.0
1,0,0,70.0,1,1,4.65696,1089176.3104152484,15.0,2866345.4096027566,0,3672.5,16,0,6,4900.0,1043.6365796651862,0,1379386778.982379,1152692162.284876,3,3,0,0.7
0,1,0,70.0,0,1,1.22304,664451.827242525,15.0,2196534.966090991,0,903.0,17,0,6,4900.0,815.139759331199,0,1379386778.982379,1152692162.284876,1,0,0,0.0
0,1,0,70.0,1,1,1.9075,755102.0408163265,15.0,2496205.093607691,0,1421.0,15,0,6,4900.0,868.9666511531536,0,1379386778.982379,1152692162.284876,1,0,0,0.0
0,1,0,70.0,0,1,4.65696,579986.3852961198,15.0,1917310.364615272,0,3672.5,16,0,6,4900.0,761.5690285825178,0,1379386778.982379,1152692162.284876,2,1,0,0.0
1,0,0,70.0,0,1,8.315999999999999,610035.0770169285,15.0,2016644.88270059,1,6557.0,8,0,6,4900.0,781.0480631926107,0,1379386778.982379,1152692162.284876,3,3,0,0.7
1,0,0,70.0,0,1,5.236000000000001,577346.8488320846,15.0,1908584.6242382964,1,4538.0,8,0,6,4900.0,759.8340929650923,0,1379386778.982379,1152692162.284876,3,2,0,0.7
0,0,1,70.0,1,1,4.095,15105.740181268882,0.0,49936.33117774837,0,331.0,47,0,5,4900.0,122.90947962329383,0,1379386778.982379,1152692162.284876,0,0,0,0.0
0,0,1,70.0,0,1,0.39375,137223.97476340694,0.0,453632.97442448576,0,634.0,15,0,5,4900.0,370.4388947767323,0,1379386778.982379,1152692162.284876,0,1,0,0.0
0,0,1,70.0,1,1,0.82166,84432.71767810026,0.0,279116.4220763645,0,1137.0,21,0,5,4900.0,290.57480564925146,0,1379386778.982379,1152692162.284876,0,2,0,0.0
0,0,1,70.0,0,1,4.095,58823.52941176471,0.0,194457.94846864365,0,510.0,47,0,5,4900.0,242.53768658038427,0,1379386778.982379,1152692162.284876,0,0,0,0.0
0,0,1,70.0,1,1,0.73374,73284.47701532312,0.0,242262.73393495244,0,1501.0,31,0,5,4900.0,270.7129051510532,0,1379386778.982379,1152692162.284876,0,3,0,0.0
1,0,0,70.0,0,1,6.194299999999999,1069391.6349809887,0.0,3535178.9586148383,0,4208.0,22,0,10,4900.0,1034.114420642604,0,1379386778.982379,1152692162.284876,3,3,0,0.7
0,1,0,70.0,0,1,1.72935,1295378.9893617022,0.0,4282244.592931246,0,1692.0,22,0,10,4900.0,1138.1476131687411,0,1379386778.982379,1152692162.284876,2,3,0,0.0
1,0,0,70.0,0,1,0.3429999999999999,12690355.32994924,0.0,41951587.86760079,0,394.0,35,0,10,4900.0,3562.3526397521678,3,3302055555.5555553,1453283533.1681764,3,3,0,0.7
