is_premium,is_mid,is_budget,location_score,is_spring,is_active_market,location_size_interaction,price_per_sqm,location_code,unit_price_py,is_modern,land_area_sqm,building_age,is_gangnam,market_activity,location_score_sq,price_per_sqm_sqrt,cluster_id,cluster_avg_price,cluster_price_std,price_quartile,location_quartile,gangnam_modern,location_premium
1,0,0,70.0,0,1,14.546,1519978.5053544696,0.0,5024722.331750313,0,2605.3,15,0,6,4900.0,1232.8744888894691,0,1379386778.982379,1152692162.284876,3,3,0,0.7
1,0,0,70.0,0,1,7.70336,1641624.3654822337,0.0,5426857.406552838,1,1970.0,6,0,6,4900.0,1281.2592889350046,0,1379386778.982379,1152692162.284876,3,2,0,0.7
1,0,0,70.0,0,1,13.780829999999998,1792997.617413076,0.0,5927264.850952317,0,2476.3,15,0,6,4900.0,1339.0289830369902,0,1379386778.982379,1152692162.284876,3,3,0,0.7
1,0,0,70.0,0,1,21.80094,1649928.2639885223,0.0,5454308.310705859,0,1951.6,15,0,6,4900.0,1284.4957236162845,0,1379386778.982379,1152692162.284876,3,0,0,0.7
1,0,0,70.0,0,1,8.29402,1671641.791044776,0.0,5526088.565437277,0,1675.0,15,0,6,4900.0,1292.920257032419,0,1379386778.982379,1152692162.284876,3,0,0,0.7
0,0,1,70.0,0,0,4.095,4442581.7267393125,0.0,14686220.58426219,0,11.93,47,0,4,4900.0,2107.7435154067757,0,1379386778.982379,1152692162.284876,0,0,0,0.0
0,1,0,70.0,0,0,1.7098199999999997,5091649.694501018,0.0,16831899.81653229,0,196.4,40,0,4,4900.0,2256.4686336178083,3,3302055555.5555553,1453283533.1681764,1,1,0,0.0
1,0,0,70.0,1,0,5.446279999999999,11786556.603773586,0.0,38963823.48354904,0,254.4,38,0,4,4900.0,3433.155633491378,3,3302055555.5555553,1453283533.1681764,3,2,0,0.7
1,0,0,70.0,0,0,4.095,7391304.347826087,0.0,24434063.95975566,0,690.0,47,0,4,4900.0,2718.695523192343,3,3302055555.5555553,1453283533.1681764,3,3,0,0.7
0,1,0,70.0,0,1,6.74884,988142.2924901184,0.0,3266586.090876425,0,1012.0,11,0,43,4900.0,994.0539686003565,0,1379386778.982379,1152692162.284876,1,1,0,0.0
0,1,0,70.0,0,1,2.15677,1472772.2772277228,0.0,4868668.685050324,0,808.0,2,0,43,4900.0,1213.5787066472956,0,1379386778.982379,1152692162.284876,2,2,0,0.0
0,0,1,70.0,1,1,4.095,151344.31916738942,0.0,500311.7989004608,0,1153.0,47,0,43,4900.0,389.0312573140999,0,1379386778.982379,1152692162.284876,0,0,0,0.0
0,1,0,70.0,1,1,4.41,771146.8604047743,0.0,2549245.8195199147,0,1927.0,1,0,43,4900.0,878.1502493336629,0,1379386778.982379,1152692162.284876,2,2,0,0.0
0,1,0,70.0,1,1,4.704,816908.9929994615,0.0,2700525.596692435,0,1857.0,2,0,43,4900.0,903.8307324933477,0,1379386778.982379,1152692162.284876,2,2,0,0.0
1,0,0,70.0,0,1,12.348,853758.1699346405,0.0,2822341.0576351755,1,4896.0,9,0,6,4900.0,923.9908927768934,0,1379386778.982379,1152692162.284876,3,3,0,0.7
1,0,0,70.0,0,1,7.14406,766367.4184366105,0.0,2533446.011360696,0,3653.6,19,0,6,4900.0,875.4247074629608,0,1379386778.982379,1152692162.284876,3,2,0,0.7
1,0,0,70.0,0,1,6.797,967519.004837595,0.0,3198409.9333474217,1,2894.0,4,0,6,4900.0,983.625947623178,0,1379386778.982379,1152692162.284876,3,2,0,0.7
0,1,0,70.0,0,1,14.133,559688.640903768,0.0,1850210.383152952,0,2322.72,15,0,6,4900.0,748.12408122167,0,1379386778.982379,1152692162.284876,2,1,0,0.0
0,1,0,70.0,0,1,4.095,1058744.318181818,0.0,3499981.2171299774,0,704.0,47,0,6,4900.0,1028.9535063266064,0,1379386778.982379,1152692162.284876,1,0,0,0.0
0,0,1,70.0,1,1,1.3197799999999995,958646.6165413534,0.0,3169079.724103648,0,532.0,18,0,6,4900.0,979.1055185940652,0,1379386778.982379,1152692162.284876,0,0,0,0.0
0,0,1,70.0,0,1,11.659199999999998,160478.2882315922,0.0,530506.7379556766,0,3178.0,13,0,10,4900.0,400.5986622938127,0,1379386778.982379,1152692162.284876,0,0,0,0.0
1,0,0,70.0,0,1,8.951039999999999,1119570.0850873264,0.0,3701058.132520088,0,2233.0,14,0,10,4900.0,1058.0978617724006,0,1379386778.982379,1152692162.284876,3,3,0,0.7
0,1,0,70.0,0,1,2.90178,903396.771862202,0.0,2986435.6094618244,0,664.16,17,0,10,4900.0,950.47239405582,0,1379386778.982379,1152692162.284876,1,0,0,0.0
0,0,1,70.0,0,1,3.02022,853501.5261764579,0.0,2821492.648517216,0,691.27,17,0,10,4900.0,923.8520044771553,0,1379386778.982379,1152692162.284876,0,0,0,0.0
0,1,0,70.0,0,1,9.44951,755232.0291173795,0.0,2496634.8069996014,0,2198.0,19,0,10,4900.0,869.0414426926828,0,1379386778.982379,1152692162.284876,2,1,0,0.0
1,0,0,70.0,1,1,11.1104,1745195.2882827031,0.0,5769240.622422159,0,1613.0,17,0,5,4900.0,1321.0587754837795,0,1379386778.982379,1152692162.284876,3,2,0,0.7
0,1,0,70.0,0,1,1.38915,984205.669128508,0.0,3253572.4599289526,0,677.0,1,0,5,4900.0,992.0719072368232,0,1379386778.982379,1152692162.284876,1,0,0,0.0
0,1,0,70.0,0,1,2.772,866336.6336633663,0.0,2863922.755911955,1,1616.0,3,0,5,4900.0,930.7726004042912,0,1379386778.982379,1152692162.284876,2,3,0,0.0
0,0,1,70.0,0,1,1.1655,976361.7677286742,0.0,3227642.2073675185,1,486.5,7,0,5,4900.0,988.1107062109357,0,1379386778.982379,1152692162.284876,0,0,0,0.0
